parasite_load	None	None	Moderate	Moderate	None	Moderate	Moderate	Moderate	Low	Low	None	None	Moderate	Low	None	Low	Low	Low	None	Low	Moderate	None	Low	Moderate	Low	Moderate	Low	None	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	None	Low	None	None	None	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	None	Low	Moderate	Moderate	Low	None	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	None	Moderate	None	Low	None	Moderate	None	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	None	None	None	Low	Low	None	None	Low	Low	Low	Low	Low	Moderate
subject_id	AGMB1	AGMB2	AGMB3	AGMB4	AGMB5	AGMB6	AGMB7	FRCMB1	FRCMB2	FRCMB3	FRCMB4	FRCMB5	G12MB1	G12MB10	G12MB11	G12MB13	G12MB14	G12MB16	G12MB17	G12MB2	G12MB3	G12MB4	G12MB5	G12MB6	G12MB7	G12MB8	G12MB9	G2MB1	G2MB10	G2MB11	G2MB12	G2MB13	G2MB14	G2MB15	G2MB2	G2MB3	G2MB4	G2MB6	G2MB7	G2MB8	G2MB9	LFGMB1	LSGMB1	LSGMB10	LSGMB11	LSGMB13	LSGMB14	LSGMB15	LSGMB16	LSGMB17	LSGMB19	LSGMB20	RSGMB1	RSGMB3	RSGMB4	RSGMB5	RSGMB6	RSGMB7	UNKGMB10	UNKGMB11	UNKGMB12	UNKGMB13	UNKGMB14	UNKGMB15	UNKGMB17	UNKGMB18	UNKGMB19	UNKGMB20	UNKGMB21	UNKGMB22	UNKGMB23	UNKGMB24	UNKGMB25	UNKGMB26	UNKGMB27	UNKGMB28	UNKGMB29	UNKGMB30	UNKGMB33	UNKGMB34	UNKGMB35	UNKGMB36	UNKGMB37	UNKGMB38	UNKGMB4	UNKGMB5	UNKGMB6	UNKGMB7	UNKGMB8	UNKGMB9	URGMB1	URGMB10	URGMB11	URGMB12	URGMB13	URGMB14	URGMB2	URGMB3	URGMB4	URGMB5	URGMB6	URGMB7	URGMB8	URGMB9
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	6.063773	5.545552	4.83356	4.372789	5.803491	5.313873	4.75937	3.524019	5.03213	4.861268	2.21502	4.646575	4.814126	4.435783	4.82656	6.011944	6.262369	3.780811	5.273859	4.607067	5.620114	5.759692	5.061514	5.14997	4.344684	4.308843	5.364217	3.899971	4.808278	6.343005	4.758569	6.32538	4.574912	4.83894	4.233745	5.353238	6.277396	5.54468	3.732859	3.739528	4.837121	5.821551	6.152518	6.313654	6.54047	6.256825	6.49448	6.545326	6.817394	6.65314	6.318931	6.202739	5.529243	6.726821	6.170134	5.671299	6.195519	5.97358	6.957045	6.294199	6.237488	6.138442	5.987654	6.250187	6.773059	6.46068	5.782174	6.471468	6.480725	6.282531	5.691488	6.412431	7.06872	6.07817	5.887133	6.643696	6.486204	6.265554	6.300153	6.024957	5.989429	6.240051	6.847701	6.648597	6.357405	7.085561	6.798777	6.127702	6.429195	6.246383	5.451583	4.082608	5.280654	5.519567	6.057331	5.555354	6.430987	5.435942	5.472865	5.593259	6.041388	4.623651	4.609254	5.622288
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	1.7164322	1.2917139	1.9581137	1.4886087	1.4629381	1.4690592	0.9981699	4.7741816	8.636058	5.8322833	4.4222952	1.2991802	1.9538313	1.6025699	0.8012086	1.7128048	1.5369501	1.7793306	1.9519114	2.3849035	1.4970199	0.8378881	1.5113739	1.3991597	2.0813195	0.7047044	1.6134066	1.6312876	0.4644723	0.8714345	1.8774998	1.5698019	0.3822318	0.7321732	2.0365206	2.2177442	2.5214953	1.6902864	1.1679098	1.7826884	1.0276846	6.8098691	7.0513342	7.2865469	7.4002575	7.1533892	7.2676701	6.9715691	7.1197634	7.4991505	6.9600764	6.757719	6.9052098	7.919547	6.976795	6.1085787	7.3182861	6.0995023	7.3729744	6.5892819	6.8865168	6.6679372	6.684921	6.2814129	7.6242997	7.2601275	6.5937279	6.8384868	7.4121345	6.9414325	6.7351034	6.9753808	7.8937441	6.9892658	6.8973912	7.3274088	6.8643635	7.1511652	7.1186592	6.5412542	6.8897418	7.162602	7.0070298	6.5888455	7.4044343	8.0418026	7.2250633	7.3979242	6.5286861	7.3115332	1.8035254	0.5562479	2.0198145	0.2063606	0.7465913	1.6680794	1.5119192	1.2362365	1.3596524	1.5502073	1.1177638	1.4990856	1.1188256	1.4701242
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnobacterium	-1.373358889	-1.479735665	-0.056789355	-0.015468648	-1.308460028	-1.302307211	-1.303108702	-1.175311168	-0.927359192	-1.087041515	-0.874770511	-1.337922409	-1.446084861	-1.487369116	-1.276805408	0.008056664	-1.352466334	-1.215468264	-1.378843091	-1.398006495	-1.274526052	-1.240459735	-1.578557604	-1.489847885	0.209517339	-1.373316389	-0.583817979	-1.2576732	-0.921822067	-1.612347801	-0.607406894	-0.995147456	-1.919451011	-0.654121181	-0.528428774	-1.418682975	-0.569547193	-1.303743327	-1.826949638	-0.782260994	-1.743981808	-0.750732039	-0.07796336	0.140562473	0.333221833	-0.274052308	-1.38759769	-0.708144523	0.846131911	-0.764439972	-1.514638863	-0.811176693	-0.840658461	-0.862008458	-0.008846855	-0.772832639	0.013433961	0.013864582	-0.609783337	-0.589263549	-1.568108675	-1.448515552	-0.888610287	-0.091053318	-0.16474067	2.320435022	0.312708073	-0.704786541	-1.477673376	-0.11689563	-1.393919615	-1.331527344	0.37622326	-1.26273621	-0.033103562	-1.355823313	-0.593822618	-0.839411666	0.034851976	0.030995894	0.333437044	-1.409640436	1.036132419	0.481080528	-1.484030864	1.330214244	-0.759740125	-1.494097224	-0.791178848	-0.601621946	-1.190651526	-1.232962009	-0.619242867	-0.48678656	-1.331483215	-1.220175561	0.53108996	-0.555522983	-1.277944256	-0.647017261	0.019151497	-0.58035591	-1.182265467	-0.475785983
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	-1.37335889	-1.47973567	-0.74993654	-1.40054638	-1.30846003	-1.30230721	-1.3031087	-0.4833138	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-0.68509052	2.63556237	-1.21546826	-1.37884309	-1.3980065	0.11072552	-1.24045973	-1.5785576	-1.48984788	-1.17551284	-1.37331639	-1.27507539	-1.2576732	-1.61403844	2.76855449	-0.60740689	3.61002273	-1.22720613	-1.3457614	-1.22018331	-1.41868298	-1.26124323	-1.30374333	-1.82694964	-1.47417	-1.74398181	-1.44314392	1.71379611	2.6528681	2.8721957	3.0581522	0.69085237	-1.40034627	0.62298836	-1.45677265	-0.12916673	-1.50335995	-1.53297912	-0.16886128	-1.3942466	0.32577965	-1.37187831	0.01386458	0.08336384	1.71332154	-0.18250666	1.18968212	0.90314918	1.16170965	1.78116948	2.11976433	-1.47811769	-0.70478654	2.58189161	1.13586734	1.08965652	-1.33152734	-1.41471091	-1.26273621	-1.41852679	1.97555069	-1.28593422	1.46317343	-1.35046995	-0.66215129	2.0680381	-1.40964044	3.61201085	-0.61753176	-0.09857968	3.56826082	3.31779732	3.20551847	1.00058062	0.09152523	-1.19065153	-0.54236434	-1.31093567	-1.17753038	-1.33148322	-1.22017556	3.96507716	1.23623649	0.80003661	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Marvinbryantia	4.4305247	5.4907937	5.4942304	5.5604805	5.6100332	5.3984308	5.3701462	5.1761684	0.4574192	-1.0870415	5.9698577	6.036631	6.303679	5.0007324	6.1857037	6.814886	5.3084331	4.8794229	5.8422729	5.5553527	5.9455363	6.3288899	5.013376	4.9057176	6.1730967	4.2310649	4.7044491	5.9278169	6.1125659	5.6105527	6.2320695	5.6262582	4.9953701	5.0694639	5.8030731	5.9923184	5.6629008	5.3146273	5.775078	6.0486132	5.3811831	-0.750732	-0.7711105	-0.9580498	-1.4578206	0.1314128	-1.3875977	-1.4003463	-1.455677	-0.76444	-1.5146389	-0.8111767	-0.8406585	-1.55441	-0.701994	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-0.7706074	-1.4781177	-1.3968404	0.3132081	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-0.6582952	-0.6621513	-0.7651752	-1.4096404	-1.6022254	-1.3095832	-0.7917269	0.8602106	-1.4520566	-1.4940972	-1.483453	-1.2938091	6.1008108	4.9129568	5.6345859	5.0266422	6.1413546	5.1779651	6.340233	5.9199097	6.0136128	5.3617959	6.0840988	6.0195146	6.1361054	5.8680945
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Pseudobutyrivibrio	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-0.7542189	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-0.5824217	-1.2404597	-0.8865213	-0.7980649	-1.1755128	-1.3733164	-1.2750754	-0.5659369	-1.6140384	-1.6123478	-1.2992151	-1.6873738	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-1.47417	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-0.5291451	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Robinsoniella	-1.373358889	-1.479735665	-1.441828223	-1.400546384	-1.308460028	-1.302307211	-1.303108702	-1.175311168	-0.927359192	-0.396227695	-0.874770511	-1.337922409	-1.446084861	-0.102178194	0.8012086	0.008056664	-0.660274498	-1.215468264	-1.378843091	-1.398006495	-1.274526052	-1.240459735	-1.578557604	-1.489847885	-1.175512843	-1.373316389	-1.275075395	-1.2576732	-0.921822067	-1.612347801	-1.299215088	-1.687373764	-1.919451011	-1.345761404	-1.220183307	-0.033547578	-1.261243235	-1.303743327	-1.826949638	-1.474169997	-1.743981808	-0.750732039	-1.4632791	-1.650384098	-1.457820586	-1.659521367	-1.38759769	-1.400346265	-1.455676984	-1.456772652	-1.514638863	-1.50335995	-1.532979125	-1.554409953	-1.394246605	-1.46507553	-1.371878313	-1.371515284	-1.301793047	-1.281293532	-1.568108675	-0.756228034	-1.58090365	-1.476532765	-1.550257009	-1.462885284	-1.478117689	-1.396840401	-1.477673376	-1.502313	-1.393919615	-1.331527344	-1.414710915	-1.26273621	-1.41852679	-1.355823313	-1.285934224	-1.531710747	-1.350469952	-0.662151286	-1.457431542	-1.409640436	-1.602225421	-1.309583202	-1.484030864	-1.441566516	-0.759740125	-1.494097224	-1.483452991	-1.29380915	-1.190651526	-1.232962009	-1.310935666	-1.177530375	-1.331483215	-1.220175561	-1.259236554	-1.247028198	-1.277944256	-1.338490438	0.019151497	-1.27190544	-1.182265467	-1.167453355
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	1.5157615	1.0040318	3.5807968	3.0755738	2.7507924	3.1272873	1.7866273	1.5961277	3.6560923	5.2839449	1.2034194	2.1864834	-0.7542189	1.5072597	1.0243522	1.8798588	0.7260199	1.5561871	2.2572931	1.4910856	3.3296013	1.5310353	2.3323545	1.9099853	0.2095173	3.0072894	3.3480077	2.1421133	3.067162	2.7432367	1.5898177	3.3223407	2.3837118	3.9409987	2.3047846	2.6055098	4.7237576	2.9140618	-0.4415281	5.2976722	2.1671189	4.4422248	4.9686824	4.4843679	6.1363468	5.9121563	5.7423097	5.7486251	6.0512369	5.617376	4.5937865	5.6201544	4.5798765	5.1168773	4.5129417	4.2039011	5.5721907	4.9154288	3.9953868	4.7625946	5.3228249	4.8532438	4.8414895	4.6922631	5.5750522	6.8202447	5.5579762	5.0635345	6.2085288	5.9778022	5.6830914	5.6201569	5.9214007	5.7922134	5.314004	5.1506239	5.3646021	4.9747189	5.1706504	5.9444989	5.8071073	5.0816464	6.4368774	5.1965988	5.3757896	5.0345979	5.6954584	3.8231581	5.7977476	5.3516214	2.5454628	5.0486226	1.4601987	2.0781628	2.8260329	3.0262029	1.3783878	2.8117728	2.9102498	1.8378894	3.0395764	2.6777406	2.5539101	3.0795621
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	3.41288144	3.86623266	3.52672958	3.73403543	3.4778411	3.68007709	3.07761147	1.46259635	1.71018218	2.64829474	3.03600087	1.43271162	4.68386038	3.34780935	3.66340948	4.07708342	2.95064341	3.19031759	3.80149045	4.25670566	3.68025822	3.67110149	3.19101612	3.42144284	3.69075743	2.7523972	3.02709993	3.60845033	3.32667317	2.81734466	4.10212331	3.48218936	2.7046195	2.39040126	3.86602038	4.22206513	2.79774864	2.88420887	3.11381996	3.37662209	3.02578047	-0.05758486	0.61518382	0.6513881	3.16643518	1.3353856	-0.69544199	-0.01499734	-0.07015882	0.62185439	-1.51463886	-0.11802951	0.25795383	0.92975101	0.39661825	-0.07968546	-1.37187831	0.01386458	0.77651102	-0.58926355	0.73378407	0.63006633	-0.19546311	-1.47653276	0.93387162	3.03605506	0.8235337	1.49243804	-0.78540422	-0.81004281	0.90733496	1.66316056	2.77411853	0.52779763	0.37236155	2.42753581	0.50478967	0.25920062	1.73960007	0.436461	1.43204933	0.38116607	2.64557033	-0.61753176	-0.09857968	2.42882653	-0.06659294	-0.10866753	0.59511551	0.49699034	2.71981615	-0.54236434	3.83510443	2.45765242	3.42074	2.41529384	3.17014729	2.97083754	3.30556255	2.6488196	4.19353877	2.46416653	2.97512358	2.61525647
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	-1.3733589	-0.7877277	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-1.6873738	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-1.47417	-1.7439818	2.8327869	1.308331	2.9337705	3.8885699	3.7056293	3.5386645	2.9554171	3.3798287	3.3626944	1.2571276	2.9023954	1.7242909	3.6918684	1.6959012	1.5297525	2.5391626	2.5788139	3.0278028	2.5017789	3.1316793	1.4409965	2.8002692	2.4346753	3.3164994	4.1121945	2.6152932	3.9586526	3.4341035	3.733252	1.4951216	2.7278713	3.2479029	1.5086269	2.3182717	4.1156169	3.7756252	3.1308802	2.8382124	3.8811435	2.9237042	2.8660727	3.3529021	2.6405648	1.6931798	1.7356794	2.1306316	1.3954099	2.7053287	2.9247386	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-0.475786
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.182875	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-0.706139	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-1.6873738	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-1.47417	-1.7439818	1.8142173	1.0206489	1.6068995	2.8181285	2.365005	2.1949298	1.8568048	2.181133	2.6695472	2.2687285	2.3243175	0.2579538	3.0298118	1.2439161	1.3066089	2.4983406	1.8856668	1.6928018	2.0497938	1.6092528	0.6300663	2.5771256	1.295241	2.6386197	3.7067294	1.1600059	2.4307077	2.9281678	2.5221617	2.6301016	1.440017	2.4556648	1.0386233	2.2181882	3.0976935	2.6250532	2.7981745	2.7090006	2.1104374	1.8738821	1.3619953	2.9188637	1.5796928	0.5945675	1.648668	2.0734732	0.9899448	0.3074334	1.8832847	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-0.8865213	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-1.6873738	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-1.47417	-1.7439818	-1.4431439	4.8492903	-0.9580498	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-0.1475113	0.2366038	-1.3942466	0.8366053	-1.3718783	-1.3715153	-1.301793	-1.2812935	2.0687851	2.0163607	0.4976841	-0.7842005	-0.8578879	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-0.722389	-1.2627362	3.4326323	-1.3558233	-0.5938226	1.8686385	3.3670565	-1.3543806	-0.7651752	4.3884993	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-0.7597401	-0.8018147	-0.7911788	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	8.034909	8.763433	9.019334	8.838197	9.226013	9.22488	9.239346	9.75868	7.561563	5.95988	9.807249	8.881191	8.226331	8.795094	8.481269	8.933179	8.068313	8.350074	8.530567	8.260728	9.63416	9.775008	8.326316	8.207586	9.296786	8.239868	8.662372	9.181423	8.485646	8.45536	8.936401	8.516482	8.516875	8.873144	9.492753	8.658019	9.162974	8.730648	7.871098	8.442672	8.418175	9.740848	9.424636	8.919915	9.853984	9.093035	9.420492	9.537265	9.647842	9.616647	9.558091	9.403612	9.337616	9.467204	9.412929	8.951528	9.207797	9.360483	9.205529	9.430139	9.437158	9.313198	9.18217	9.359602	9.52385	9.394244	9.424259	9.328325	9.463798	9.298872	9.034385	9.539344	9.555554	9.46506	9.700781	9.865063	9.604236	9.467606	9.504514	9.667388	9.400176	9.414371	9.576093	9.305758	9.381177	9.018326	9.483215	9.373683	9.161765	9.615544	9.235891	8.517967	8.965828	8.8195	9.028442	8.558802	9.227823	8.962596	9.134688	8.920998	9.200784	8.912378	9.117363	9.272801
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Clostridium	-1.37335889	-1.47973567	-1.44182822	-1.40054638	-0.61650346	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	0.45188237	-1.44608486	-1.48736912	-1.27680541	-1.37707463	-1.35246633	-0.52325448	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-1.5785576	-1.48984788	-1.17551284	-1.37331639	-1.27507539	-1.2576732	-1.61403844	-1.6123478	-1.29921509	-0.99514746	-1.91945101	-1.3457614	-1.22018331	-1.41868298	-1.26124323	-1.30374333	-1.13467528	-1.47417	-1.74398181	-1.44314392	-1.4632791	0.42824455	-1.45782059	0.64223842	0.4031703	-0.01499734	1.18260415	1.31500157	-1.51463886	1.13473346	1.10525169	1.33521612	1.37744751	1.52975245	-1.37187831	1.51794198	2.33465564	-1.28129353	-1.56810868	-1.44851555	-1.58090365	0.82523741	0.93387162	-1.46288528	-1.47811769	1.24112361	-0.09225704	1.75490655	-0.00895577	1.15233494	-0.72238903	1.91409199	0.88318717	0.72278772	-0.59382262	1.10649848	-1.35046995	0.03099589	-1.45743154	1.47977836	-1.60222542	3.35276015	2.73463367	-1.44156652	3.13208017	2.86174693	3.45731639	1.96332741	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	2.4965907	4.2361528	4.3560089	3.2034072	3.9478447	3.8555258	3.7454408	5.9169436	-0.9273592	-0.3962277	5.8809103	6.2097321	2.0789944	5.5881813	4.591064	6.8889545	0.9491634	1.8746408	5.0199643	1.5964461	4.9705379	5.7263558	4.6547422	4.0922843	4.4999768	6.2938239	6.544678	4.2047477	3.4602046	5.456402	3.3438368	5.8974942	4.6726912	5.9844466	6.4195083	3.9461341	5.83237	6.2639659	2.0433785	4.3767943	3.2109229	2.5814725	3.1409125	3.2316049	5.6529745	3.8034851	4.428522	3.824455	3.7365037	4.5682788	2.8152723	3.0389709	1.4619266	3.9001655	2.2937382	2.8647535	4.1486005	2.9316353	3.3792007	2.4552589	1.7634035	1.6416672	2.0558287	2.5830953	4.965158	3.5334577	3.3884831	3.6127016	4.2318756	5.039282	3.1265384	3.6372416	3.6214164	3.454537	3.7510861	4.7918145	3.1673775	4.3253743	2.7090006	3.8811435	4.3996107	4.7206331	3.6545705	2.0215256	2.8971526	1.1966829	2.9779295	1.9062355	2.8197391	3.4588211	4.1356693	0.1507828	3.1649468	4.309004	4.0698272	5.0391994	5.015974	4.6035323	3.8796504	4.1321062	4.2888489	3.4086281	4.7458296	3.9785613
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	5.351623	5.778945	6.071171	6.334544	6.188111	5.943551	6.528392	4.891965	2.708711	7.222515	4.544513	4.973671	4.143621	5.280021	4.835449	5.045009	4.012554	6.405283	5.033166	5.467647	5.286875	5.155376	5.307884	5.36525	4.83938	4.991733	5.021984	6.786504	5.260263	5.869772	5.6387	5.268251	5.977686	6.587245	6.519958	5.406703	6.551705	6.442151	4.358386	5.839145	5.661199	8.067454	7.105148	7.415966	8.005359	7.262045	8.137292	8.088497	8.191109	7.918268	7.695679	7.193189	6.774147	7.05989	7.224609	7.466497	6.992579	6.844199	7.657922	8.200701	7.91811	7.977205	7.676611	8.139657	7.344595	7.988904	7.766463	7.940976	7.809676	8.089824	7.532462	7.950461	7.656232	8.197448	8.112446	8.238813	8.320131	8.107874	8.320365	7.904594	7.656168	8.222266	7.871163	7.578905	7.122525	6.646494	7.350987	7.259672	6.847019	7.563173	5.576286	6.594119	5.364693	5.674421	5.790016	5.862772	5.258478	6.227802	6.119381	5.62586	5.721266	5.390906	5.853268	5.781882
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Papillibacter	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-0.611268	-0.4833138	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-0.68159	-1.2750754	-1.2576732	-0.9218221	-1.6123478	-1.2992151	-1.6873738	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.1346753	-1.47417	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-0.5892635	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-0.5423643	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	7.38223	7.398458	6.913471	7.547732	6.82716	6.740776	7.479441	4.29581	1.37371	4.248163	1.426563	6.317406	6.600783	7.241248	6.312619	7.074524	6.104764	5.432583	5.963133	7.899065	7.534592	6.958186	7.001063	7.221548	5.781671	7.352717	6.977824	6.834073	6.626207	7.085709	6.074702	7.055556	6.381168	6.183212	6.462748	6.454136	7.107853	6.893743	6.334979	7.550528	6.137411	7.523115	6.684766	7.119397	7.221454	6.806395	6.819903	6.829286	7.032752	6.937212	7.150842	6.748383	6.814259	6.487222	6.967968	6.241083	8.498001	8.183767	7.041337	6.907944	7.807393	7.674317	7.293949	7.104509	7.234963	7.393049	6.768954	6.984127	7.165451	6.848185	6.735103	6.916481	7.135865	6.789925	7.026944	7.125948	7.159372	7.090075	6.697346	7.434362	7.539072	6.982849	7.356387	7.220812	7.597406	7.293794	7.197437	7.415894	7.861419	7.245359	7.876109	6.954288	7.048851	6.911388	7.436502	7.72304	7.291505	7.999351	7.888445	7.052825	7.209074	7.556747	8.17913	8.295429
